Name,Age,Hometown,Home country,Boarded,Destination,Lifeboat,Body
"Nysten, Miss Anna Sofia",22,"Kisa, Östergötland",Sweden,Southampton,"Hackensack, New Jersey, US",13,
"Nysveen, Mr. Johan Hansen",61,Øyer,Norway,Southampton,"Grand Forks, North Dakota, US",,
"O'Brien, Mr. Thomas",27,"Pallasgreen, Limerick",Ireland,Queenstown,"Chicago, Illinois, US",,
"O'Brien, Mrs. Johanna ""Hannah"" (née Godfrey)",26,"Pallasgreen,  Limerick",Ireland,Queenstown,"Chicago, Illinois, US",?,
"O'Brien, Mr. Timothy",21,"Drimoleague, Cork",Ireland,Queenstown,New York City,,
"O'Connell, Mr. Patrick Denis",17,"Kingwilliamstown, Cork",Ireland,Queenstown,New York City,,
"O'Connor, Mr. Maurice",16,"Boherbue, Cork",Ireland,Queenstown,New York City,,
"O'Connor, Mr. Patrick",23,"Kingwilliamstown, Cork",Ireland,Queenstown,New York City,,
"O'Driscoll, Miss Bridget",24,"Ballydehob, Cork",Ireland,Queenstown,"Jersey City, New Jersey, US",D,
"O'Dwyer, Miss Ellen ""Nellie""",25,"Limerick, Limerick",Ireland,Queenstown,New York City,?,
"O'Keefe, Mr. Patrick",22,"Waterford, Waterford",Ireland,Queenstown,New York City,B,
"O'Leary, Miss Hanora ""Nora""",16,"Kingwilliamstown, Cork",Ireland,Queenstown,New York City,13,
"O'Sullivan, Miss Bridget Mary",21,"Glenduff, Kerry",Ireland,Queenstown,New York City,,
"Ödahl, Mr. Nils Martin",23,"Örsjö, Kalmar",Sweden,Southampton,"Peoria, Illinois, US",,
"Öhman, Miss Velin",22,"Mariestad, Västergötland",Sweden,Southampton,"Chicago, Illinois, US",C,
"Olsen, Mr. Henry Margido",28,Bergen,Norway,Southampton,New York City,,173MB
"Olsen, Mr. Karl Siegwart Andreas",42,Trondheim,Norway,Southampton,"Brooklyn, New York, US",,
"Olsen, Master Arthur Carl",9,Trondheim,Norway,Southampton,"Brooklyn, New York, US",13,
"Olsen, Mr. Ole Martin",27,Sunnhordland,Norway,Southampton,"Broderick, Canada",,
"Olsson, Miss Elina",31,Södra Brantevik,Sweden,Southampton,"St. Paul, Minnesota, US",,
"Olsson, Mr. Nils Johan Göransson",28,"Eslöv, Skåne",Sweden,Southampton,New York City,,
"Olsson, Mr. Oskar Wilhelm",32,"Lunna, Orust Island",Sweden,Southampton,"Manitowoc, Wisconsin, US",A,
"Olsvingen, Mr. Thor Andersen",20,Vikersund,Norway,Southampton,"Carneron, US",,89MB
"Orešković, Miss Jelka",23,Konjsko Brdo,Croatia,Southampton,"Chicago, Illinois, US",,
"Orešković, Mr. Luka",20,Konjsko Brdo,Croatia,Southampton,"Chicago, Illinois, US",,
"Orešković, Miss Marija",20,Konjsko Brdo,Croatia,Southampton,"Chicago, Illinois, US",,
"Osén, Mr. Olaf Elon",16,"Hedesunda, Gävleborg",Sweden,Southampton,"Mitchell, South Dakota, US",,
"Pålsson, Mrs. Alma Cornelia (née Berglund)",29,"Bjuv, Skåne",Sweden,Southampton,"Chicago, Illinois, US",,206MB
"Pålsson, Miss Torborg Danira",8,"Bjuv, Skåne",Sweden,Southampton,"Chicago, Illinois, US",,
"Pålsson, Master Paul Folke",6,"Bjuv, Skåne",Sweden,Southampton,"Chicago, Illinois, US",,
"Pålsson, Miss Stina Viola",3,"Bjuv, Skåne",Sweden,Southampton,"Chicago, Illinois, US",,
"Pålsson, Master Gösta Leonard",2,"Bjuv, Skåne",Sweden,Southampton,"Chicago, Illinois, US",,
"Panula, Mrs. Maija Emelia Abrahamintytar (née Ketola-Ojala)",41,"Ylihärmä, South Ostrobothnia",Finland,Southampton,"Coal Center, Pennsylvania, US",,
"Panula, Mr. Ernesti Arvid",16,"Ylihärmä, South Ostrobothnia",Finland,Southampton,"Coal Center, Pennsylvania, US",,
"Panula, Mr. Jaakko Arnold",15,"Ylihärmä, South Ostrobothnia",Finland,Southampton,"Coal Center, Pennsylvania, US",,
"Panula, Master Juha Niilo",7,"Ylihärmä, South Ostrobothnia",Finland,Southampton,"Coal Center, Pennsylvania, US",,
"Panula, Master Urho Abraham",2,"Ylihärmä, South Ostrobothnia",Finland,Southampton,"Coal Center, Pennsylvania, US",,
"Panula, Master Eino Viljami",1,"Ylihärmä, South Ostrobothnia",Finland,Southampton,"Coal Center, Pennsylvania, US",,
"Pašič, Mr. Jakov",21,Streklevac,Slovenia,Southampton,"Aurora, Illinois, US",,
"Patchett, Mr. George",19,"Wollaston, Northamptonshire",England,Southampton,"Kitchener, Ontario, Canada",,
"Pavlović, Mr. Štefo",32,Vagovina,Croatia,Southampton,"Harrisburg, Pennsylvania, US",,
"Peacock, Mrs. Edith (née Nile)",26,"Southampton, Hampshire",England,Southampton,"Elizabeth, New Jersey, US",,
"Peacock, Miss Treasteall",4,"Southampton, Hampshire",England,Southampton,"Elizabeth, New Jersey, US",,
"Peacock, Master Albert Edward",7 mo.,"Southampton, Hampshire",England,Southampton,"Elizabeth, New Jersey, US",,
"Pearce, Mr. Ernest",32,London,England,Southampton,New York City,,
"Pedersen, Mr. Olaf",28,Sandefjord,Norway,Southampton,"Seattle, Washington, US",,
"Peduzzi, Mr. Giuseppe",24,London,England,Southampton,New York City,,
"Pekoniemi, Mr. Edvard Johannes",21,Heinola,Finland,Southampton,New York City,,
"Peltomäki, Mr. Nikolai Johannes",25,Helsinki,Finland,Southampton,New York City,,
"Perkin, Mr. John Henry",22,"Holsworthy, Devon",England,Southampton,"Saskatoon, Saskatchewan, Canada",,
"Persson, Mr. Ernst Ulrik",25,"Stockholm, Uppland",Sweden,Southampton,"Indianapolis, Indiana, US",15,
"Peters, Miss Catherine ""Katie""",26,"Cahir, Tipperary",Ireland,Queenstown,New York City,,
"Petranec, Miss Matilda",28,Vagovina,Croatia,Southampton,"Harrisburg, Pennsylvania, US",,
"Petroff, Mr. Nadjalko",19,"Gumostnik, Lovec",Bulgaria,Southampton,"Chicago, Illinois, US",,
"Petroff, Mr. Pastcho",29,"Belish, Troyan",Bulgaria,Southampton,"Chicago, Illinois, US",,
"Pettersson, Miss Ellen Natalia",18,"Stockholm, Uppland",Sweden,Southampton,"Iron Mountain, Michigan, US",,
"Pettersson, Mr. Johan Emil",25,"Västermo, Södermanland",Sweden,Southampton,"Chicago, Illinois, US",,
"Pickard, Mr. Berk (Trembisky)",32,Warsaw,Poland,Southampton,"San Francisco, US",9,
"Plotcharsky, Mr. Vasil",27,Unknown,Bulgaria,Southampton,"Tulsa, Oklahoma, US",,
"Pocrnić, Mr. Mate",17,Bukovac,Croatia,Southampton,"Chicago, Illinois, US",,
"Pocrnić, Mr. Tome",24,Bukovac,Croatia,Southampton,"Chicago, Illinois, US",,
"Pullner, Mr. Uscher",16,Unknown,Unknown,Cherbourg,New York City,,
"Radeff, Mr. Alexander",27,Unknown,Bulgaria,Southampton,"Chicago, Illinois, US",,
"Rasmussen, Mrs. Lena Jakobsen (née Solvang)",62,"Haugesund, Hordaland",Norway,Southampton,"Centerville, South Dakota, US",,
"Razi, Mr. Raihed",30,Tebnine,Lebanon,Southampton,New York City,,
"Reed, Mr. James George",19,"Penarth, Glamorgan",Wales,Southampton,New York City,,
"Rekić, Mr. Tido",38,Bosanska Krupa,Bosnia,Southampton,"Harrisburg, Pennsylvania, US",,
"Reynolds, Mr. Harold J.",21,London,England,Southampton,"Toronto, Ontario, Canada",,327MM
"Rice, Mrs. Margaret (née Norton)",39,"Athlone, Westmeath",Ireland,Queenstown,"Spokane, Washington, US",,12MB
"Rice, Master Albert",10,"Athlone, Westmeath",Ireland,Queenstown,"Spokane, Washington, US",,
"Rice, Master George Hugh",8,"Athlone, Westmeath",Ireland,Queenstown,"Spokane, Washington, US",,
"Rice, Master Frederick Thomas ""Eric""",7,"Athlone, Westmeath",Ireland,Queenstown,"Spokane, Washington, US",,
"Rice, Master Arthur",4,"Athlone, Westmeath",Ireland,Queenstown,"Spokane, Washington, US",,
"Rice, Master Eugene Francis",2,"Athlone, Westmeath",Ireland,Queenstown,"Spokane, Washington, US",,
"Riihivuori, Miss Susanna Juhantytär ""Sanni""",22,"Ylihärmä, South Ostrobothnia",Finland,Southampton,"Coal Center, Pennsylvania, US",,
"Rintamäki, Mr. Matti",35,Kyyny,Finland,Southampton,"Sudbury, Ontario, Canada",,
"Riordan, Miss Hannah",18,"Glenlougha, Cork",Ireland,Queenstown,New York City,13,
"Risien, Mr. Samuel Beard",69,"Deal, Kent",England,Southampton,"Groesbeck, Texas, US",,
"Risien, Mrs. Emma Jane (née Lellyet)",58,Durban,South Africa,Southampton,"Groesbeck, Texas, US",,
"Robins, Mr. Alexander A.",50,"St Austell, Cornwall",England,Southampton,"Yonkers, New York, US",,119MB
"Robins, Mrs. Grace Charity (née Laury)",47,"St Austell, Cornwall",England,Southampton,"Yonkers, New York, US",,7MB
"Rogers, Mr. William John",29,"Pontardawe, West Glamorgan",Wales,Southampton,New York City,,
"Rommetvedt, Mr. Knud Paust",49,Hogstad,Norway,Southampton,New York City,,
"Rosblom, Mrs. Helena Wilhelmina",41,Rauma,Finland,Southampton,"Astoria, Oregon, US",,
"Rosblom, Mr. Viktor Rickard",18,Rauma,Finland,Southampton,"Astoria, Oregon, US",,
"Rosblom, Miss Salli Helena",2,Rauma,Finland,Southampton,"Astoria, Oregon, US",,
"Roth, Miss Sarah A.",26,London,England,Southampton,New York City,C,
"Rouse, Mr. Richard Henry",50,"Sittingbourne, Kent",England,Southampton,"Cleveland, Ohio, US",,
"Rush, Mr. Alfred George John",16,"Strood, Kent",England,Southampton,"Detroit, Michigan, US",,
"Ryan, Mr. Edward",24,"Ballinascreen, Tipperary",Ireland,Queenstown,"Troy, New York, US",14,
"Ryan, Mr. Patrick",29,"Askeaton, Limerick",Ireland,Queenstown,"Bronx, New York, US",,
"Sæther, Mr. Simon Sivertsen",43,"Skaun, Sør-Trøndelag",Norway,Southampton,US,,32MB
"Saad, Mr. Amin",30,Tebnine,Lebanon,Cherbourg,New York City,,
"Saad, Mr. Khalil",25,Kfar Mechi,Syria,Cherbourg,"Ottawa, Ontario, Canada",,
"Sadlier, Mr. Matthew",20,"Mohill, Leitrim",Ireland,Queenstown,"Lakewood Township, New Jersey, US",,
"Sadowitz, Mr. Harry",17,London,England,Southampton,"Providence, Rhode Island, US",,
"Sage, Mr. John George",44,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,
"Sage, Mrs. Annie Elizabeth (née Cazaly)",44,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,
"Sage, Miss Stella Anne",20,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,
"Sage, Mr. George John",19,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,
"Sage, Mr. Douglas Bullen",18,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,
"Sage, Mr. Frederick",16,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,
"Sage, Miss Dorothy Florence ""Dolly""",14,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,
"Sage, Master Anthony William ""Will""",13,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,67MB
"Sage, Miss Elizabeth Ada",10,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,
"Sage, Miss Constance Gladys",7,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,
"Sage, Master Thomas Henry",4,"Peterborough, Cambridgeshire",England,Southampton,"Jacksonville, Florida, US",,
"Salander, Mr. Karl Johan",24,"Genevad, Halland",Sweden,Southampton,"Red Wing, Minnesota, US",,
"Salkjelsvik, Miss Anna Kristine",21,"Ålesund, Møre og Romsdal",Norway,Southampton,"Proctor, Minnesota, US",C,
"Salonen, Mr. Johan Verner",39,"Aberdeen, Washington",US,Southampton,"Aberdeen, Washington, US",,
"Sa'maan, Master Butrus",10,Hardîne,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",,
"Sa'maan, Mr. Hanna Ilyas",40,Hardîne,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",,
"Sa'maan, Mr. Ilyas",17,Hardîne,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",,
"Sa'maan, Mr. Youssef Omar ""Joseph""",16,Hardîne,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",,
"Sandström, Mrs. Agnes Charlotta (née Bengtsson)",24,"Motala, Östergötland",Sweden,Southampton,"San Francisco, US",13,
"Sandström, Miss Marguerite Rut",4,"Motala, Östergötland",Sweden,Southampton,"San Francisco, US",13,
"Sandström, Miss Beatrice Irene",1,"Motala, Östergötland",Sweden,Southampton,"San Francisco, US",13,
"Sap, Mr. Julius (Jules)",21,Zwevezele,Belgium,Southampton,"Detroit, Michigan, US",11,
"Saundercock, Mr. William Henry",19,"St Austell, Cornwall",England,Southampton,New York City,,
"Sawyer, Mr. Frederick Charles",33,"Basingstoke, Hampshire",England,Southampton,"Halley, Michigan, US",,284MB
"Scanlan, Mr. James",22,"Rathkeale, Limerick",Ireland,Queenstown,New York City,,
"Scheerlinck, Mr. Jean Baptiste",29,"Haaltert, East Flanders",Belgium,Southampton,"Detroit, Michigan, US",11,
"Sdycoff, Mr. Theodor",42,Unknown,Bulgaria,Southampton,"Chicago, Illinois, US",,
"Shaughnessy, Mr. Patrick",24,"Tynagh, Galway",Ireland,Queenstown,New York City,,
"Shawah, Mr. Yousseff Ibrahim",33,Beirut,Lebanon,Cherbourg,New York City,,
"Shadid, Mr. Dahir Abu",19,Ibrin[88],Syria or Lebanon,Cherbourg,"Kulpmont, Pennsylvania, US",,9MB
"Shellard, Mr. Frederick William Blainey",55,"Bristol, Avon",England,Southampton,"Troy, New York, US",,
"Shihab, Mr. Amir Faris",25,Hadath,Lebanon,Cherbourg,New York City,,
"Shine, Miss Ellen Natalia",20,"Cork, Cork",Ireland,Queenstown,New York City,?,
"Shorney, Mr. Charles Joseph",22,"Heron's Ghyll, East Sussex",England,Southampton,"New York, US",,240{?}MB
"Simmons, Mr. John",39,"Leigh, Kent",England,Southampton,New York City,,
"Sirkanian, Mr. Arsun",22,Kiğı,Turkey,Cherbourg,"Brantford, Ontario, Canada",,
"Sirota, Mr. Maurice",20,London,England,Southampton,New York City,,
"Sivić, Mr. Husein",40,Bosanska Krupa,Bosnia,Southampton,"Harrisburg, Pennsylvania, US",,
"Sivola, Mr. Antti Vilhelmi",21,"Mountain Home, Idaho",US,Southampton,"Mountain Home, Idaho, US",,
"Sjöblom, Miss Anna Sofiia",18,Munsala,Finland,Southampton,"Olympia, Washington, US",16,
"Skoog, Mr. Wilhelm Johansson",40,"Hällekis, Västergötland",Sweden,Southampton,"Iron Mountain, Michigan, US",,
"Skoog, Mrs. Anna Bernhardina (née Karlsson)",43,"Hällekis, Västergötland",Sweden,Southampton,"Iron Mountain, Michigan, US",,
"Skoog, Master Karl Thorsten",11,"Hällekis, Västergötland",Sweden,Southampton,"Iron Mountain, Michigan, US",,
"Skoog, Miss Mabel",9,"Hällekis, Västergötland",Sweden,Southampton,"Iron Mountain, Michigan, US",,
"Skoog, Master Harald",5,"Hällekis, Västergötland",Sweden,Southampton,"Iron Mountain, Michigan, US",,
"Skoog, Miss Margit Elizabeth",2,"Hällekis, Västergötland",Sweden,Southampton,"Iron Mountain, Michigan, US",,
"Slabenoff, Mr. Peko",42,Unknown,Bulgaria,Southampton,New York City,,
"Slocovski, Mr. Selman Francis",20,London,England,Southampton,New York City,,
"Smiljanić, Mr. Jakob Mile",37,Pisac,Croatia,Southampton,New York City,,
"Smyth, Mr. Thomas",26,"Caltra, Galway",Ireland,Queenstown,"Hammond, Indiana, US",,
"Smyth, Miss Julia",17,"Kilcogy, Cavan",Ireland,Queenstown,New York City,13,
"Søholt, Mr. Peter Andreas Lauritz Andersen",19,"Ålesund, Møre og Romsdal",Norway,Southampton,"Minneapolis, Minnesota, US",,
"Somerton, Mr. Francis William",30,"Greatfield, Cheltenham",England,Southampton,"Canastota, New York, US",,
"Spector, Mr. Woolf",23,London,England,Southampton,New York City,,
"Spinner, Mr. Henry John",32,"Arboretum, Worcestershire",England,Southampton,"Gloversville, New York, US",,
"Staneff, Mr. Ivan",23,"Debnevo, Troyan",Bulgaria,Southampton,"Chicago, Illinois, US",,
"Stanković, Mr. Ivan",33,Galdovo,Croatia,Cherbourg,New York City,,
"Stanley, Miss Amy Zillah Elsie",24,"Wallingford, Oxfordshire",England,Southampton,"New Haven, Connecticut, US",C,
"Stanley, Mr. Edward Rowland",21,Swanage,England,Southampton,"Cleveland, Ohio, US",,
"Storey, Mr. Thomas",51,"Liverpool, Merseyside",England,Southampton,New York City,,261MB
"Stoytcheff, Mr. Ilia",19,"Gumostnik, Lovec",Bulgaria,Southampton,"Chicago, Illinois, US",,
"Strandberg, Miss Ida Sofia",22,Turku,Finland,Southampton,New York City,,
"Strandén, Mr. Juho Niilonpoika",31,"Muljula, Kitee",Finland,Southampton,"Duluth, Minnesota, US",9,
"Strilić, Mr. Ivan",27,Široka Kula,Croatia,Southampton,"Chicago, Illinois, US",,
"Ström, Mrs. Elna Matilda (née Persson)",29,"Indiana Harbor, Indiana",US,Southampton,"Indiana Harbor, Indiana, US",,
"Ström, Miss Thelma Matilda Wilhelmina",2,"Indiana Harbor, Indiana",US,Southampton,"Indiana Harbor, Indiana, US",,
"Sunderland, Mr. Victor Francis",20,London,England,Southampton,"Cleveland, Ohio, US",B,
"Sundman, Mr. Johan Julian",44,Munsala,Finland,Southampton,"Cheyenne, Wyoming, US",15,
"Sutehall Jr., Mr. Henry",25,London,England,Southampton,"Buffalo, New York, US",,
"Svensson, Mr. Johan",74,"Reftele, Småland",Sweden,Southampton,"Effington Rut, South Dakota, US",,
"Svensson, Mr. Johan Cervin",14,"Knäred, Halland",Sweden,Southampton,"Beresford, South Dakota, US",13,
"Svensson, Mr. Olof",24,"Björkeberga, Skåne",Sweden,Southampton,New York City,,
"Tenglin, Mr. Gunnar Isidor",25,"Stockholm, Uppland",Sweden,Southampton,"Burlington, Iowa, US",13,
"Theobald, Mr. Thomas Leonard",34,"Strood, Kent",England,Southampton,"Detroit, Michigan, US",,176MB
"Tannous, Mr. Bashir (Charles)",31,Hardîne,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",,
"Tannous, Mrs. Thamini Khoury Fa'ud ""Thelma""",16,Hardîne,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",14,
"Tannous, Master As'ad Iskandar Fa'ud",5 mo.,Hardîne,Lebanon,Cherbourg,"Wilkes Barre, Pennsylvania, US",16,
"Thomas, Mr. John",34,Unknown,Unknown,Cherbourg,"Columbus, Ohio, US",,
"Thomas, Mr. Tannous John",16,Unknown,Lebanon,Cherbourg,"Columbus, Ohio, US",,
"Thompson, Mr. Alexander Morrison",36,Unknown,Scotland,Southampton,New York City,,
"Thorneycroft, Mr. Percival Thomas",36,"Maidstone, Kent",England,Southampton,"Clinton, New York, US",,
"Thorneycroft, Mrs. Florence Kate (née Stears)",32,"Maidstone, Kent",England,Southampton,"Clinton, New York, US",10,
"Tikkanen, Mr. Juho",32,Pielavesi,Finland,Southampton,New York City,,
"Tobin, Mr. Roger",20,"Cahir, Tipperary",Ireland,Queenstown,New York City,,
"Todoroff, Mr. Lalio",23,Unknown,Bulgaria,Southampton,"Chicago, Illinois, US",,
"Tomlin, Mr. Ernest Portage",22,"Portage la Prairie, Manitoba",Canada,Southampton,"Des Moines, Iowa, US",,50MB
"Törber, Mr. Ernst Wilhelm",44,Unknown,Germany,Southampton,New York City,,
"Torfa, Mr. Assad",20,Unknown,Syria,Cherbourg,New York City,,
"Törnquist, Mr. William Henry",25,Sundbyberg,Sweden,Southampton,New York City,15,
"Touma, Mrs. Hanna Youssef (née Razi)",27,Tibnin,Lebanon,Cherbourg,"Dowagiac, Michigan, US",C,
"Touma, Miss Marianna Youssef",9,Tibnin,Lebanon,Cherbourg,"Dowagiac, Michigan, US",C,
"Touma, Master Gerios (George) Youssef",8,Tibnin,Lebanon,Cherbourg,"Dowagiac, Michigan, US",C,
"Turčin, Mr. Stjepan",36,Bratina,Croatia,Southampton,"Youngstown, Ohio, US",,
"Turja, Miss Anna Sofiia",18,"Oulainen, Oulu",Finland,Southampton,"Ashtabula, Ohio, US",15,
"Turkula, Mrs. Hedvig",63,"Jalasjärvi, Southern Ostrobothnia",Finland,Southampton,"Hibbing, Minnesota, US",15,
"Van Billiard, Mr. Austin Blyler",35,London,England,Southampton,"North Wales, Pennsylvania, US",,255MB
"Van Billiard, Master James William",10,London,England,Southampton,"North Wales, Pennsylvania, US",,
"Van Billiard, Master Walter John",9,London,England,Southampton,"North Wales, Pennsylvania, US",,1{?}MB[89][90]
"Van de Velde, Mr. Johannes Josef",35,Denderhoutem,Belgium,Southampton,New York City,,
"Van den Steen, Mr. Leo Peter",28,Haaltert,Belgium,Southampton,New York City,,
"Van Impe, Mr. Jean-Baptiste",36,Kerksken,Belgium,Southampton,"Detroit, Michigan, US",,
"Van Impe, Mrs. Rosalie Paula (née Govaert)",30,Kerksken,Belgium,Southampton,"Detroit, Michigan, US",,
"Van Impe, Miss Catharina",10,Kerksken,Belgium,Southampton,"Detroit, Michigan, US",,
"Van Melkebeke, Mr. Philemon Edmund",23,"Haaltert, East Flanders",Belgium,Southampton,"Detroit, Michigan, US",,
"Vandercruyssen, Mr. Victor",46,Zwevezele,Belgium,Southampton,"Detroit, Michigan, US",,
"Vanderplancke, Mr. Julius",31,Zwevezele,Belgium,Southampton,"Fremont, Ohio, US",,
"Vanderplancke, Mrs. Emelie Maria (née Vandemoortele)",31,Pittem,Belgium,Southampton,"Fremont, Ohio, US",,
"Vanderplancke, Miss Augusta Maria",18,Zwevezele,Belgium,Southampton,"Fremont, Ohio, US",,
"Vanderplancke, Mr. Leo Edmondus",15,Zwevezele,Belgium,Southampton,"Fremont, Ohio, US",,
"Van de Walle, Mr. Nestor Cyriel",28,Westrozebeke,Belgium,Southampton,New York City,,
"Vartanian, Mr. Dawud",22,Kiğı,Turkey,Cherbourg,"Brantford, Ontario, Canada",13,
"Vendel, Mr. Olof Edvin",29,"Östra Sallerup, Skåne",Sweden,Southampton,"St. Paul, Minnesota, US",,
"Veström, Miss Hulda Amanda Adolfina",14,"Salmunds, Gotland",Sweden,Southampton,"Los Angeles, US",,
"Vovk, Mr. Janko",21,Jesenice,Slovenia,Southampton,"St. Joseph, Minnesota, US",,
"Waelens, Mr. Achille",22,"Ruiselede, West Flanders",Belgium,Southampton,"Stanton, Ohio, US",,140MB
"Ware, Mr. Frederick William",34,"Greenwich, London",England,Southampton,New York City,,
"Warren, Mr. Charles William",30,"Portsmouth, Hampshire",England,Southampton,New York City,,
"Wazni, Mr. Yousif Ahmed",25,Tebnin,Lebanon,Cherbourg,New York City,,
"Webber, Mr. James",66,San Francisco,US,Southampton,"San Francisco, US",,
"Wennerström, Mr. August Edvard Andersson",27,"Malmö, Skåne",Sweden,Southampton,"Chicago, Illinois, US",A,
"Widegren, Mr. Carl Peter",51,"Algutsrum, Kalmar",Sweden,Southampton,New York City,,
"Wiklund, Mr. Jakob Alfred",18,Nikolaistad,Finland,Southampton,"Montreal, Quebec, Canada",,314
"Wiklund, Mr. Karl Johan",21,Nikolaistad,Finland,Southampton,"Montreal, Quebec, Canada",,
"Wilkes, Mrs. Ellen",47,"Penzance, Cornwall",England,Southampton,"Akron, Ohio, US",16,
"Willer, Mr. Aaron",37,Unknown,Russia,Cherbourg,"Chicago, Illinois, US",,
"Willey, Mr. Edward",18,"Market Drayton, Shropshire",England,Southampton,"Schenectady, New York, US",,
"Williams, Mr. Howard Hugh ""Harry""",28,"Guernsey, Channel Islands",Channel Islands,Southampton,New York City,,
"Williams, Mr. Leslie",28,"Tonypandy, Glamorgan",Wales,Southampton,New York City,,14MB
"Windeløv, Mr. Einar",21,Cape Town,South Africa,Southampton,New York City,,
"Wirz, Mr. Albert",27,Uster,Switzerland,Southampton,"Beloit, Wisconsin, US",,131MB
"Wiseman, Mr. Phillippe",54,London,England,Southampton,"Quebec City, Quebec, Canada",,
"Wittevrongel, Mr. Camilius Aloysius",36,Westrozebeke,Belgium,Southampton,"Detroit, Michigan, US",,
"Yasbak, Mr. Antun",27,Unknown,Lebanon,Cherbourg,"Wilkes-Barre, Pennsylvania, US",,
"Yasbak, Mrs. Silanah Fa'ud (née Iskandar)",15,Unknown,Lebanon,Cherbourg,"Wilkes-Barre, Pennsylvania, US",C,
"Ylieff, Mr. Ylio",32,Unknown,Bulgaria,Southampton,"Chicago, Illinois, US",,
"Youssef, Mr. Gerios (Abi Saab)",26,Hardîne,Lebanon,Cherbourg,"Youngstown, Ohio, US",,312M
"Youssef, Mr. Gerios (Sam'aan)",45,Hardîne,Lebanon,Cherbourg,"Wilkes-Barre, Pennsylvania, US",,
"Zajib Qiyamah, Miss Adal ""Jane""",15,El Shweir,Lebanon,Cherbourg,"Brooklyn, New York, US",C,
"Zakarian, Mr. Haroutyun Der",27,Kiğı,Turkey,Cherbourg,"Brantford, Ontario, Canada",,
"Zakarian, Mr. Mapri Der",22,Kiğı,Turkey,Cherbourg,"Brantford, Ontario, Canada",,304MB
"Zimmermann, Mr. Leo",29,Todtmoos,Germany,Southampton,"Saskatoon, Saskatchewan, Canada",,
